,Unnamed: 0,ssyk_2012_kod,url,code,title,description,english
86,87,2172,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2172,2172,Grafisk formgivare m.fl.,Designar och formger tryckt publikation och media. Fastställer mål och restriktioner för designuppdraget genom samråd med kunder och intressenter.,"['Designs and shapes print publications and media, establishes goals and constraints for the design mission in consultation with clients and stakeholders.']"
87,88,2173,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2173,2173,Designer inom spel och digitala medier,"Designar, formger och utvecklar digital och elektronisk media. Skapar specialeffekter, animering och andra audiovisuella rörliga bilder för dataspel, film, video m.m. Fastställer mål och restriktioner för designuppdraget genom samråd med kunder, intressenter och den egna orga­nisationen.","['Designs, shapes and develops digital and electronic media; creates special effects, animation and other audio-visual moving images for video games, movies, videos, etc.; imposes goals and constraints on the design mission through consultation with customers, stakeholders and the organization itself.']"
88,89,2179,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2179,2179,Övriga designer och formgivare,"Utför annat design- och utvecklingsarbete än inom 2171<U+0096>2173. Exempel på arbetsuppgifter: Designar och utvecklar mode-, kläd-, textil-, smyckes- och glasprodukter. Fastställer mål och restriktioner för designuppdraget genom samråd med kunder och intressenter.","['Do design and development work other than 2171. Example of work assignments: Design and develop fashion, clothing, textiles, jewelry and glass products. Set goals and restrictions for design mission through consultation with customers and stakeholders.']"
89,90,2181,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2181,2181,"Arbetsmiljöingenjörer, yrkes- och miljöhygieniker",Inspekterar arbetsplatser för att kontrollera att arbetsmiljölagen och gällande föreskrifter följs. Kartlägger och analyserar arbetsmiljö för att garantera och stärka hälsosamma arbetsförhållanden. Mäter hälsorisker och utreder arbetsskador. Informerar om risker samt föreslår och genomför lösningar för att förebygga sjukdom eller skada.,['Supervises workplaces to ensure compliance with workplace law and regulations; maps and analyses workplaces to ensure and strengthen healthy workplace conditions; mitigates health risks and investigates workplace accidents; informs about risks and proposes and implements solutions to prevent illness or injury.']
90,91,2182,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2182,2182,Miljö- och hälsoskyddsinspektörer,"Kontrollerar att lagar och föreskrifter om miljö-, hälso- och djurskydd samt för livsmedel efterlevs. Gör utredningar, undersökningar, inspektioner och mätningar. Granskar olika verksamheter och arbetsrutiner ur miljösynpunkt samt utarbetar förbättringsförslag.","['Enforces environmental, health, animal protection and food safety legislation and regulations, conducts investigations, investigations, inspections and measurements, inspects various businesses and work schedules from an environmental perspective, and prepares reporting on improvements.']"
91,92,2183,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2183,2183,Specialister inom miljöskydd och miljöteknik,"Undersöker miljön och utvecklar planer och lös­ningar för att skydda, bevara, återställa, minimera och förebygga skador på miljön. Undersöker, bedömer och rapporterar om byggnads- och konstruktionsprojekts påverkan på miljön. Inspekterar industriella och offentliga anläggningar och program för att utvärdera drifteffektivitet och garantera att miljöföreskrifterna följs.","['Investigates the environment and develops plans and solutions to protect, preserve, restore, minimize and prevent environmental damage; investigates, assesses and reports on the environmental impacts of building and construction projects; inspects industrial and public facilities and programs to evaluate performance and ensure compliance with environmental regulations.']"
92,93,2211,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2211,2211,Specialistläkare,"Undersöker patienter inom sin specialistkompetens, ställer diagnoser och gör behandlingsplaner. Utför operationer och andra behandlingar, utvecklar teorier och metoder m.m.","['It examines patients within its specialist competence, makes diagnoses, develops treatment plans, performs surgeries and other treatments, develops theories and methods, etc.']"
93,94,2212,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2212,2212,ST-läkare,"Gör en tidsbegränsad specialisttjänstgöring bestående av utbildning samt läkararbete under handledning. Undersöker patienter, ställer diagnoser och gör behandlingsplaner.","['Do a part-time specialist residency consisting of training and clinical work under supervision, examining patients, diagnosing patients, and devising treatment plans.']"
94,95,2213,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2213,2213,AT-läkare,"Gör en tidsbegränsad allmäntjänstgöring bestående av utbildning samt läkararbete under handledning. Undersöker patienter, ställer diagnoser och gör behandlingsplaner.","['Do a time-limited public service component of education and clinical work under supervision, examining patients, diagnosing patients, and devising treatment plans.']"
95,96,2219,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2219,2219,Övriga läkare,"Undersöker patienter, ställer diagnoser och gör behandlingsplaner. Utför operationer och andra behandlingar, utvecklar teorier och metoder m.m.","['It examines patients, diagnoses them, makes treatment plans, performs surgeries and other treatments, develops theories and methods, etc.']"
96,97,2221,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2221,2221,Grundutbildade sjuksköterskor,Behandlar och vårdar samt ansvarar för den medicinska omvårdnaden och läkemedelshantering.,"['Cares and maintains, and is responsible for, medical care and drug handling.']"
97,98,2222,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2222,2222,Barnmorskor,Har vårdansvar vid förlossningar. Vårdar nyblivna mammor och barn på sjukhusens förlossnings- och BB-avdelningar samt mödravårdscentraler. Gör hälsoundersökningar samt svarar för föräldrautbildning. Informerar om sex och samlevnad samt skriver ut preventivmedel.,"['Responsible for obstetric care, administering care to newborn mothers and babies in hospital obstetrics and outpatient departments and maternity centers, conducting health surveys, responding to parental education, providing sex and reproductive health information, and issuing birth control medication.']"
98,99,2223,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2223,2223,Anestesisjuksköterskor,"Söver eller lokalbedövar patienter som ska opereras. Övervakar, bedömer och säkerställer god andning och cirkulation hos patienten under operation.","['Surrounds or locally operates on patients undergoing surgery, monitors, evaluates and ensures the proper breathing and circulation of the patient during surgery.']"
99,100,2224,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2224,2224,Distriktssköterskor,Svarar för öppen hälso- och sjukvård inom ett geografiskt område. Ger råd och behandlingar på egen mottagning eller vid hembesök. Gör bedömningar av patienters hälso- och sjukdomstillstånd och vårdbehov.,"[""It acts as an open healthcare provider within a geographic area, advising and treating patients on their own or at home visits, making assessments of patients' health status and clinical needs.""]"
100,101,2225,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2225,2225,Psykiatrisjuksköterskor,"Behandlar och vårdar patienter inom psykiatrisk vård på avdelning, mottagning, behandlingshem m.m.","['He treats and cares for patients in psychiatric care in a department, hospital, treatment center, etc.']"
101,102,2226,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2226,2226,Ambulanssjuksköterskor m.fl.,Vårdar patienter med akuta sjukdomar och skador. Har det medicinska ansvaret i ambulans.,"[""He treats patients with acute illness or injury. He's in charge of the ambulance medical team.""]"
102,103,2227,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2227,2227,Geriatriksjuksköterskor,Ger omvårdnad till äldre människor för att förebygga och behandla åldersrelaterade sjukdomar.,['Provide care for older people to prevent and treat age-related diseases.']
103,104,2228,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2228,2228,Intensivvårdssjuksköterskor,Vårdar patienter med svåra sjukdomstillstånd på intensivvårdsavdelning och postoperativa avdelningar.,['Treat patients with severe illness in intensive care and post-operative care.']
104,105,2231,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2231,2231,Operationssjuksköterskor,Samordnar och leder arbetet i en operationssal och ansvarar för omvårdnad av patienter. Ställer i ordning och kontrollerar medicinteknisk apparatur och utrustning samt ansvarar för hygien och aseptik.,"['It assembles and manages the work in the operating room and is responsible for patient care, setting up and controlling medical technology equipment, and is responsible for hygiene and aesthetics.']"
105,106,2232,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2232,2232,Barnsjuksköterskor,"Vårdar och behandlar sjuka och skadade barn och ungdomar inom akutsjukvård, barnmedicin, barnkirurgi, spädbarnsvård eller på barnavårdscentral. Ger råd och stöd till föräldrar samt genomför hälsokontroller.","['It treats and cares for sick and injured children and adolescents in acute care, pediatrics, pediatric surgery, midwifery or day care, counsels and supports parents, and conducts health checkups.']"
106,107,2233,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2233,2233,Skolsköterskor,Arbetar med förebyggande hälsovård inom skola. Följer elevernas hälsoutveckling genom regelbundna hälsokontroller.,"['Works on prevention health care in schools, monitors student health development through regular health checkups.']"
107,108,2234,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2234,2234,Företagssköterskor,Medverkar vid rehabilitering och omhändertag­ande av arbetsrelaterade sjukdomar inom företagshälsovården. Förebygger sjukdomar och arbetsskador.,"[""It's involved in rehabilitation and remediation of occupational diseases in corporate health care, rebuilding diseases and occupational injuries.""]"
108,109,2235,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2235,2235,Röntgensjuksköterskor,Utför röntgenundersökningar eller andra radiologiska undersökningar inför diagnostik och behandling. Ställer i ordning och kontrollerar medicinteknisk apparatur och utrustning.,"['Performs X-rays or other radiological examinations prior to diagnosis and treatment, arranges and controls medical technology equipment and supplies.']"
109,110,2239,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2239,2239,Övriga specialistsjuksköterskor,"Utför annat specialistarbete för sjuksköterskor än inom 2221<U+0096>2235. Till exempel inom ögonvård, onkologi m.m. Planerar och samordnar det praktiska vårdarbetet på kliniknivå och mellan olika huvudmän.","['Provides specialist work for nurses other than 2221, 2235, for example, in eye care, oncology, etc. Plans and coordinates the practical care work at the clinical level and between different heads of department.']"
110,111,2241,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2241,2241,Psykologer,"Undersöker, utreder, diagnostiserar och behand­lar människors psykiska funktioner, besvär och sjukdomar. Ger råd och vägledning i konfliktlösning. Ger stöd vid organisationsförändringar, ledarskapsutveckling och personalförsörjning m.m. Utvecklar teorier, modeller och metoder inom psykologi och psykoanalys.","[""It investigates, investigates, diagnoses and treats people's mental functions, disorders and diseases, provides advice and guidance in conflict resolution, supports organizational change, leadership development and personnel support, and develops theories, models and methods in psychology and psychoanalysis.""]"
111,112,2242,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2242,2242,Psykoterapeuter,"Ger psykoterapeutisk eller psykoanalytisk behandling genom samtal med individer, familjer eller grupper. Undersöker psykiska problem, kartlägger hinder och möjligheter till lösningar.","['Provide psychotherapeutic or psychoanalytic treatment by talking to individuals, families or groups, looking at mental problems, identifying barriers and opportunities for solutions.']"
112,113,2250,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2250,2250,Veterinärer,"Undersöker, ställer diagnos och behandlar sjuka och skadade djur. Ger råd om djurhälsovård och avel. Kontrollerar djurbesättningar och slaktdjur. Ger råd och kontrollerar livsmedelshygien, djurskydd, smittskydd och import av djur och livsmedel.","['It inspects, diagnoses and treats sick and injured animals, advises on animal health and welfare, inspects livestock and slaughterhouses, advises and controls food hygiene, animal protection, vaccination and imports of animals and food.']"
113,114,2260,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2260,2260,Tandläkare,"Förebygger, diagnostiserar och behandlar sjukdomar och skador i munhåla och käksystem. Undersöker och följer upp utveckling och tillväxt av tänder och käkar. Lägger upp preventions- och behandlingsplaner, lagar tänder, behandlar tandställningsfel samt utför tandoperationer. Informerar, ger råd och utfärdar anvisningar om egenbehandling och preventiv tandvård. Utvecklar teorier och metoder inom tandläkarvetenskapen.","['Building, diagnosing and treating diseases and injuries in the mouth and gums, examining and tracking the development and growth of teeth and gums, developing preventive and treatment plans, legislating teeth, treating caries and performing dental operations, informing, advising and issuing prescriptions for self-treatment and preventive dental care, developing theories and practices in dental science.']"
114,115,2271,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2271,2271,Kiropraktorer och naprapater m.fl.,"Undersöker, diagnostiserar och behandlar i syfte att återställa normal funktion i leder, muskler och nervsystem. Behandlar ryggbesvär, muskelbesvär, huvudvärk, nackspärr, ischias, idrottsskador och arbetsrelaterade besvär m.m. Återställer funktion och lindrar smärta genom manuella tekniker som manipulation, stretching och massage.","['It examines, diagnoses and treats for the purpose of restoring normal function in the joints, muscles and nervous systems, treats spinal cord injuries, muscle cord injuries, headaches, sore throats, ischemia, athletic and occupational injuries, etc., restores function and relieves pain through manual techniques such as manipulation, stretching and massage.']"
115,116,2272,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2272,2272,Sjukgymnaster,"Undersöker, diagnostiserar och behandlar patienter som har eller riskerar att få funktionsnedsättningar till följd av sjukdomar eller skador i olika organsystem, t.ex. andningsorgan, cirkulationssystem, nervsystem, rörelseorgan och psykisk ohälsa.","['It examines, diagnoses and treats patients who have or are at risk of suffering from disorders or damage to various organ systems, including respiratory, circulatory, neurological, locomotor and mental health disorders.']"
116,117,2273,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2273,2273,Arbetsterapeuter,"Förebygger, förbättrar och kompenserar nedsatt aktivitetsförmåga. Tränar fysiska och psykiska förmågor samt förändrar arbetsmetoder. Föreskriver och anpassar hjälpmedel, t.ex. IT-baserade hjälpprogram, specialdesignade redskap m.m. Medverkar i frågor om tillgänglighet i den fysiska miljön, t.ex. anpassning av bostad, arbetsplats och skola.","['Building, improving and compensating for impaired mobility, physical and mental capacity, changing work practices, designing and adapting assistive devices, such as IT-based assistive programs, specially designed tools, etc., addressing issues of accessibility in the physical environment, such as adapting housing, workplaces and schools.']"
117,118,2281,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2281,2281,Apotekare,"Forskar inom, tillverkar, kontrollerar, marknadsför och säljer läkemedel inom exempelvis apotek, läkemedelsindustri och sjukhus. Informerar allmänheten och vårdpersonal om läkemedlets effekter och användning.","['Researches, manufactures, controls, markets and sells drugs in, for example, pharmacies, pharmaceuticals and hospitals, informs the public and healthcare professionals about the effects and uses of the drugs.']"
118,119,2282,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2282,2282,Dietister,"Informerar, ger råd om och undervisar i närings- och kostfrågor. Utreder patienters sjukdomsbild och matvanor samt utarbetar kostförslag. Medverkar i forsknings- och utvecklingsprojekt kring kost och hälsa.","[""It advises, counsels, educates on nutrition and nutritional issues, looks at patients' illnesses and eating habits, produces nutrition reports, and participates in nutrition and health research and development projects.""]"
119,120,2283,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2283,2283,Audionomer och logopeder,"Utreder och bedömer hörselbesvär och anpassar hörhjälpmedel. Informerar och utbildar om hörselsvårigheter. Undersöker, ställer diagnos och behandlar röst-, tal- och språkstörningar. Leder träning och ordinerar kommunikationshjälpmedel.","['Tests and assesses hearing impairments and adapts hearing aids; educates and educates about hearing impairments; investigates, diagnoses and treats voice, speech and language impairments; trains leather; and orders communication aids.']"
120,121,2284,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2284,2284,Optiker,"Gör synundersökningar, ordinerar och provar ut glasögon, kontaktlinser och synhjälpmedel. Reparerar glasögon. Säljer glasögon, kontaktlinser och andra synhjälpmedel.","['Do eye exams, order and test goggles, contact lenses and vision aids, repair goggles, seal goggles, contact lenses and other vision aids.']"
121,122,2289,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2289,2289,Övriga specialister inom hälso- och sjukvård,"Utför annat specialistarbete inom hälso- och sjukvård än inom 2241<U+0096>2284. Exempel på arbetsuppgifter: Behandlar, rehabiliterar och arbetar förebyggande med hjälp av bild-, dans- och musikterapi. Diagnostiserar och behandlar sjukdomstillstånd och skador i fot och vrist.","['Performs health-care professional work other than 2241 or 2284. Example of work assignments: Maintains, rehabilitates and works on prevention through imaging, dance and music therapy; diagnoses and treats conditions and injuries to the feet and knees.']"
122,123,2311,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2311,2311,Professorer,"Har ämnesansvar och övergripande ansvar för utbildnings- och forskningsverksamhet inom ämnet. Leder, genomför och utvecklar utbildning på alla nivåer inom högskola och universitet. Handleder forskarstuderande, leder forskargrupper och bedriver forskning. Utför sakkunniguppdrag.",['Responsible for field responsibilities and overall responsibility for education and research in this field; responsible for administering and developing education at all levels in universities and colleges; directing researchers; leading research groups; and managing research missions.']
123,124,2312,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2312,2312,Universitets- och högskolelektorer,Undervisar samt deltar i utvecklingen av grund- och forskarutbildning. Handleder och examinerar studerande inom grundutbildning. Handleder doktorander. Deltar i internt ledningsarbete. Planerar och genomför forskningsverksamhet.,"[""Co-directs and participates in the development of master's and postgraduate education; supervises and examines graduate students; supervises doctoral students; is involved in internal management; plans and conducts research activities.""]"
124,125,2313,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2313,2313,Forskarassistenter m.fl.,"Planerar, genomför och leder forskningsverksamhet. Medverkar i undervisning.","['Plans, conducts and leads research. Contributes to education.']"
125,126,2314,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2314,2314,Doktorander,Forskar inom ett ämnesområde. Medverkar i undervisning inom grundutbildning.,"[""It's field research. It's involved in primary education.""]"
126,127,2319,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2319,2319,Övriga universitets- och högskolelärare,"Utför annat undervisningsarbete inom högskola och universitet än inom 2311<U+0096>2314. Exempel på arbetsuppgifter: Undervisar, handleder samt examinerar inom grundutbildningen. Deltar i utvecklingen av utbildningen inom området.","['Do teaching work in universities and colleges other than 2311, 2314. Example of work assignments: Teach, mentor, examine in primary education, engage in the development of education in this field.']"
127,128,2320,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2320,2320,Lärare i yrkesämnen,"Undervisar på gymnasial och eftergymnasial nivå i yrkesämnen. Planerar, genomför och utvärderar undervisningen i enlighet med läro- och ämnesplaner. Utför bedömning och betygsättning.","['Provides pre- and post-primary vocational education, designs, implements and evaluates teaching in accordance with curricula, subjects, evaluates and grades.']"
128,129,2330,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2330,2330,Gymnasielärare,"Undervisar på gymnasial nivå i teoretiska och praktisk-estetiska ämnen. Planerar, genomför och utvärderar undervisningen i enlighet med läro- och ämnesplaner. Utför bedömning och betygsättning.","['Provide high school education in theoretical and practical aesthetics, design, implement and evaluate teaching in accordance with curricula, subjects, evaluate and grade.']"
129,130,2341,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2341,2341,Grundskollärare,"Undervisar i grundskolan. Planerar, genomför och utvärderar undervisningen i grundskola i enlighet med läro- och kursplaner. Utför bedömning och betygsättning.","['Provide high-school education. Plan, implement and evaluate high-school education in accordance with curricula and practice. Make assessments and grades.']"
130,131,2342,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2342,2342,Fritidspedagoger,Planerar och organiserar fritidsaktiviteter för skolelever 6<U+0096>12 år i fritidshem eller öppen fritidsverksamhet. Medverkar i pedagogisk verksamhet i skolklasser.,"['Plans and organizes recreational activities for six-year-olds in a recreational home or outdoors, engaging in classroom activities.']"
131,132,2343,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2343,2343,Förskollärare,Undervisar och organiserar aktiviteter i förskola eller i förskoleklass. Planerar och genomför undervisning i enlighet med läroplan.,"['It teaches and organizes activities in preschool or kindergarten class, and it plans and implements instruction according to curriculum.']"
132,133,2351,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2351,2351,Speciallärare och specialpedagoger m.fl.,"Undervisar elever med behov av särskilt stöd i förskola och förskoleklass samt grund- och gymnasieskola. Anpassar undervisningen efter elevernas förutsättningar och använder speciella hjälpmedel och arbetsmetoder. Ger specialpedagogiskt stöd till lärare och utvecklar undervisningsmetodik. Utvärderar och inspekterar tillämpningen av skollag, läroplaner och förord­ningar.","['It trains students with special needs in pre-school and pre-school as well as in middle and high school, adapts education to the needs of the student using specialized materials and practices, gives special pedagogical support to teachers, develops teaching methodologies, evaluates and monitors the application of school policies, curricula and practices.']"
133,134,2352,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2352,2352,Studie- och yrkesvägledare,"Informerar och ger råd till studerande om studieval, yrken och yrkesval. Organiserar elevers arbetsplatspraktik.","['It informs and counsels students on career and career choices, and organizes student workplace practices.']"
134,135,2359,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2359,2359,Övriga pedagoger med teoretisk specialistkompetens,"Utför annat pedagogiskt arbete än inom 2320<U+0096>2352. Exempel på arbetsuppgifter: Undervisar på musikskolor eller inom konst, musik, teater och dans. Planerar, genomför och utvärderar undervisning i svenska för invandrare.","['Do pedagogical work other than 2320 or 2352. Example of work assignment: Teach in music schools or in art, music, theater and dance, plan, execute and evaluate teaching in Swedish to immigrants.']"
135,136,2411,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2411,2411,Revisorer m.fl.,"Utreder, granskar och bedömer företags, organisationers och myndigheters redovisning och förvaltning. Ger råd i boksluts-, redovisnings-, skatte-, finansierings- och försäkringsfrågor. Leder företags eller grupp av företags ekonomistyrning. Ansvarar för uppläggning och uppföljning av budget samt analyserar resultat. Bedömer om ledningens intentioner följs och om företagets resurser utnyttjas effektivt. Granskar och utvärderar företagets rutiner och interna kontroll.","[""Investigates, reviews and evaluates corporate, organizational and government accounting and governance; advises on accounting, accounting, tax, funding and insurance matters; directs the management of a company or a group of companies; makes budgeting and budget monitoring recommendations and results analysis; assesses whether management's intentions are being followed and whether the resources of the company are being used efficiently; and reviews and evaluates the company's routines and internal controls.""]"
136,137,2412,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2412,2412,Controller,"Analyserar, följer upp och bevakar företags, organisationers och myndigheters resultat, lönsamhet, verksamhetsplan och hållbarhetsstrategier. Formulerar mål, gör prognoser och anger riktlinjer för ekonomiarbetet. Utvecklar planerings- och uppföljningssystem.","['It analyzes, tracks and oversees corporate, organizational and government performance, payroll, business plans and sustainability strategies, formulates targets, makes forecasts, lays down policies for economic activity, develops planning and monitoring systems.']"
137,138,2413,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2413,2413,Finansanalytiker och investeringsrådgivare m.fl.,"Analyserar bolagens ekonomi, ekonomiska förutsättningar och framtidsutsikter samt affärsmöjligheter. Utvecklar finans- och investeringsstrategier för kunder. Ger råd till enskilda personer, företag och organisationer inom sparande, investeringar och försäkring samt vid köp och försäljning av värdepapper. Analyserar och utvärderar placeringsalternativ, aktier eller obligationer samt arbetar med portföljförvaltning. Lämnar råd och handlägger skatteärenden, bolagsbildning, köp och försäljning av exempelvis fast egendom.","['It analyzes the aggregate economy, economic conditions and future prospects and business opportunities, develops financial and investment strategies for clients, advises individuals, companies and organizations on savings, investment and insurance policies, and on the purchase and sale of securities, and it analyzes and evaluates positioning options, stocks and bonds, and it performs portfolio management, and it provides advice and supervision on tax returns, corporate governance, and on the purchase and sale of, for example, immovable property.']"
138,139,2414,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2414,2414,Traders och fondförvaltare,"Förvaltar, köper samt säljer aktier, obligationer och andra värdepapper. Sätter upp finansiella mål och utvecklar strategier för att nå dem. Förvaltar fonder. Övervakar resultat från investeringar, granskar och reviderar investeringsplaner utifrån behov och förändringar på marknaden.","['It cheats, buys and sells stocks, bonds and other securities, sets financial goals and develops strategies to achieve them, funds, monitors investment outcomes, and reviews and revises investment plans based on market needs and changes.']"
139,140,2415,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2415,2415,Nationalekonomer och makroanalytiker m.fl.,"Studerar, analyserar, utvecklar och förklarar ekonomiska drivkrafter utifrån nationalekonomiska teorier och modeller. Jämför samhällsekonomiska teorier och modeller för att analysera och prognostisera beteenden och fenomen på individ-, företags- och samhällsnivå, exempelvis arbetslöshet, inflation, investeringar och ekonomisk tillväxt. Analyserar stora världshändelser och länders förhållanden. Föreslår och värderar utfallet av politiska reformer och åtgärder. Utvecklar nya ekonomiska modeller.","[""Study, analyze, develop and explain economic drivers based on national economic theories and models, compare social economic theories and models to analyze and predict behaviors and phenomena at the level of individuals, companies, societies — unemployment, inflation, investment, economic growth — analyze major global events and countries' relations, propose and evaluate the outcomes of political reforms and measures, develop new economic models.""]"
140,141,2419,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2419,2419,Övriga ekonomer,"Utför annat ekonomiskt specialistarbete än inom 2411<U+0096>2415. Exempel på arbetsuppgifter: Budget- och skuldrådgivning, fastighetsvärdering m.m.","['Do other economic specialty work than 2411 2415. Examples of work: budget consulting, real estate valuation, etc.']"
141,142,2421,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2421,2421,Lednings- och organisationsutvecklare,Utreder företags och organisationers verksamhet. Föreslår och planerar åtgärder för att utveckla och rationalisera verksamheten.,"['Explore the activities of companies and organizations, propose and plan activities to develop and rationalize their activities.']"
142,143,2422,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2422,2422,Planerare och utredare m.fl.,"Planerar, utreder och handlägger ärenden inom offentlig sektor, företag och organisationer. Utarbetar rapporter, utredningar m.m. Utformar direktiv och förordningar samt utövar tillsyn.","['Plans, investigates and adjudicates public sector, corporate and organizational cases, prepares reports, investigations, etc., issues directives and regulations, and exercises supervision.']"
143,144,2423,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2423,2423,Personal- och HR-specialister,"Planerar och organiserar rekrytering, utveckling, omplacering och avveckling av personal. Upprättar personalbudget och utbildningsplaner. Deltar i förhandlingar om löner, anställningsvillkor samt tolkar och informerar om arbetsrättsliga lagar och avtal.","['Plans and organizes recruitment, development, relocation and deployment of personnel, establishes personnel budgets and training plans, negotiates salaries, terms and conditions of employment, and interprets and administers labor law and contracts.']"
144,145,2431,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2431,2431,Marknadsanalytiker och marknadsförare m.fl.,"Utvecklar, planerar och samordnar reklam­kampanjer och marknadsföringsstrategier. Samlar in, bearbetar och analyserar data om marknader. Gör prognoser om framtida marknader och trender samt ger råd om försäljningsstrategier. Bedömer marknaden för nya varor och tjänster. Identifierar och utvecklar marknadsmöjligheter för nya och befintliga varor och tjänster.","['Develops, plans and coordinates marketing campaigns and marketing strategies, aggregates, processes and analyzes market data, forecasts future markets and trends, and advises on marketing strategies, assesses the market for new goods and services, and identifies and develops market opportunities for new and existing goods and services.']"
145,146,2432,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2432,2432,"Informatörer, kommunikatörer och PR-specialister","Planerar, utvecklar, genomför och utvärderar informations- och kommunikationsstrategier om företags- eller organisations mål, policy, verk­samhet, resultat och aktuella händelser. Utformar informationsinnehåll.","[""Plans, develops, implements and evaluates information and communication strategies about company or organization's goals, policies, performance, results and current events, and designs information content.""]"
146,147,2511,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2511,2511,Systemanalytiker och IT-arkitekter m.fl.,Tar fram strategier för utveckling av IT-system. Ansvarar för företags och organisationers IT-struktur och ser till att IT används på ett effektivt sätt. Ansvarar för att den tekniska arkitekturen understödjer verksamhetens behov och krav.,"['Identify strategies for the development of IT systems, consider the IT structure of companies and organizations, and ensure that the IT is used efficiently, consider that the technical architecture supports the needs and requirements of the activity.']"
147,148,2512,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2512,2512,Mjukvaru- och systemutvecklare m.fl.,"Analyserar, designar och utvecklar IT-system eller delar av system. Utformar och utvecklar lösningar för programvara, applikationer, system och databaser.","['Analyzes, designs and develops IT systems or parts of systems, and designs and develops solutions for software, applications, systems and databases.']"
148,149,2513,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2513,2513,Utvecklare inom spel och digitala media,Utvecklar och programmerar spel och andra interaktiva medier som innefattar grafik och digitala animationer.,['Develops and programs games and other interactive media that include graphics and digital animations.']
